"","V1"
"1",1.12382254231727
"2",5.85105687626413
"3",4.34752152254559
"4",-3.5739100263262
"5",8.02013969943602
"6",-11.0681163483817
"7",10.214447548403
"8",5.35224759718957
"9",1.17216809020125
"10",1.43437916105919
"11",-3.23436382671726
"12",8.30740950439276
"13",36.282967026318
"14",-2.2082398727857
"15",7.29446405977472
"16",2.6977078531091
"17",-2.62265772588669
"18",10.693253966477
"19",-2.42676007027095
"20",2.60392201686071
"21",-8.19082803035664
"22",-22.2731953023036
"23",2.10082525222107
"24",2.48642981895437
"25",3.24535062705819
"26",8.61387038166414
