"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.666375902983852,0.666375902983851,0.666375902983852,0.666375902983851,0.666375902983852,0.666375902983852,0.708902918887845,0.733523032552265,0.759017944469147,0.808736906114106,0.732332053922115,0.73937028187088,0.732752949898667,0.721147038483841,0.737701773908597,0.733155355452135,0.689873846497978,0.727413588349275,0.753906386480111,0.733045301447071
"2",0.663586983541269,0.663586983541269,0.765679674630171,0.663586983541269,0.664680032491413,0.665395553072146,0.774994760969419,0.781514486486428,0.791955635067565,0.816360396488011,0.820507637922212,0.782749896749536,0.760727007601815,0.723788687860528,0.888998453449822,0.791348883677287,0.757981123650559,0.982364334592668,0.76687134532721,0.76233819061724
"3",0.662769820122892,0.671723022273656,0.662769820122892,0.662769820122892,0.663424858222727,0.663658307051602,0.724104735063888,0.75644097690023,0.768407372865652,0.821239817994441,0.738441686830125,0.774002705722623,0.77358544681642,0.748654054403884,0.937802451889066,0.730729681183813,0.917602052269645,0.747027568948736,0.951019987593093,0.848195578479382
"4",0.680530740128868,0.810704133420305,0.813511450476918,0.83719427675683,0.833839233718838,0.822423909486381,0.850361394940378,0.86868314728575,0.891225533045502,0.87823379818183,0.888213869045208,0.890845428104387,0.909210960440364,0.929228461086671,0.970994408670472,0.955541212188333,0.952119874399734,0.976311723484116,0.964692497682003,0.972769330797901
"5",0.65943423725481,0.6694511979782,0.65943423725481,0.65943423725481,0.662047323971606,0.662192226500679,0.785667718336287,0.890641897761059,0.780187445290134,0.776740320812185,0.926905761790724,0.736167631718847,0.737408965607974,0.722620388099487,0.983831467260903,0.750888749424586,0.756856730703466,0.744270534999458,0.837219173061313,0.805645323963793
"6",0.663098236171226,0.67100671213469,0.663098236171226,0.663098236171226,0.664193279605194,0.663890095849865,0.717572732504847,0.749409662481967,0.76191411207487,0.76250155596698,0.698636374575464,0.781135180016777,0.780840856169646,0.878958585014586,0.894060468641912,0.846759205932034,0.826671499634642,0.753456373349348,0.99324908967688,0.992794637007624
"7",0.663834114656427,0.665130497475263,0.663834114656427,0.817792748723202,0.664778340841141,0.666017551103366,0.852212469835685,0.801476213841922,0.761984176913887,0.838000341399564,0.833267454383088,0.81678298956115,0.78219578620543,0.88604238157396,0.808992899724114,0.764718356100718,0.957638683356021,0.813106555409215,0.795830020088519,0.767732015838792
"8",0.764376390175474,0.771652749087594,0.905836604115629,0.90876612949481,0.947432155038733,0.933986357766992,0.960448013798155,0.964931368278026,0.971663562160636,0.97183648023762,0.972349682550635,0.972144891889917,0.977581455986916,0.966381668268518,0.921112305652821,0.922370333745626,0.904374953173878,0.994041981007962,0.994656632606941,0.994592942653682
"9",0.665674999537481,0.665674999537481,0.665674999537481,0.665674999537481,0.667100491510404,0.668440899085432,0.755531893925342,0.759325713829096,0.804045927162777,0.896373353277597,0.771174740929062,0.772039774741309,0.742327751702542,0.802345992364873,0.827794553659643,0.767798233603044,0.738815944485493,0.794510111096736,0.762161028877212,0.734485439361483
"10",0.662814917816241,0.662814917816241,0.662814917816241,0.662814917816241,0.712685279502271,0.663767102095664,0.81724766655305,0.750026437599048,0.820730736482651,0.776491961099456,0.92043677016985,0.782194216557828,0.783110082889405,0.703819267925229,0.76713668910717,0.838773986914942,0.765011629344103,0.771811840390168,0.76656432874367,0.787319244098381
"11",0.663573847110245,0.663573847110245,0.663573847110245,0.663573847110245,0.66459486697191,0.683615055646714,0.828867398821825,0.867238147149646,0.754130088291495,0.883129757062387,0.822471955501879,0.771417299999722,0.909091745305618,0.890484476101183,0.789857908946849,0.792305036377675,0.756404399506734,0.762758029162906,0.743776051347793,0.767719122336724
"12",0.663014825655998,0.663014825655998,0.663014825655998,0.663014825655998,0.697516823520563,0.664128754649273,0.775367103827403,0.813594725962799,0.769437343592131,0.900895601683104,0.762035534234382,0.753529094166967,0.793739911397629,0.731687005932786,0.862024516053084,0.77058581930002,0.808938248957154,0.779552639640592,0.749439291304923,0.950179527325568
"13",0.663376423112015,0.663376423112015,0.664140070120029,0.663376423112014,0.838221652932242,0.664428722250573,0.828011883731012,0.759808520984525,0.821263370483405,0.835169066049692,0.812768038841965,0.81418036962979,0.773728576465645,0.799191507981652,0.759040538068243,0.779141135845462,0.860641218635436,0.869986625144233,0.791815488538962,0.747527233716212
"14",0.677213615515041,0.696955681353857,0.686485182159737,0.68587185389116,0.737955381587662,0.678804111372857,0.733391640430475,0.799535943716431,0.806650833468919,0.917730588088336,0.827525992556674,0.836915717990162,0.773998988083504,0.79283626246716,0.770334193087187,0.765275250512855,0.779914255885429,0.754211705112124,0.750488242646014,0.984453362158846
"15",0.378823614728562,0.414933676443029,0.414115799277476,0.411550061620653,0.401463128328595,0.446734657466797,0.503446936120926,0.505503613111345,0.513186863792306,0.407844727468852,0.501174086843656,0.531147142257365,0.553389289958254,0.612306493808592,0.774458220886896,0.782761450646444,0.783202302942994,0.841332534971625,0.868885679183545,0.827331240573284
"16",0.662933672089748,0.662933672089748,0.662933672089748,0.706795346112561,0.663849436081409,0.663782379801875,0.752736717774557,0.799485838540313,0.689770125804123,0.821451188982321,0.924384589364427,0.753335475372877,0.747091197824982,0.790836509390029,0.801954384948246,0.775463704535755,0.885195546940594,0.779079230964161,0.772957185890397,0.78053076157907
"17",0.681290056058601,0.681290056058601,0.681290056058601,0.681290056058601,0.683160522824017,0.698196201788437,0.895938942687394,0.910947180671187,0.951573206658714,0.956997533963358,0.959205605712829,0.959851953320375,0.827338148547378,0.973394564560549,0.984784578294297,0.984945590726248,0.988051169463552,0.988096980664773,0.992005516821682,0.991810993931312
"18",0.664347980811516,0.674603567100967,0.664347980811516,0.664347980811516,0.665282543548862,0.66518053629199,0.75540099494993,0.764277604859554,0.816347956151322,0.836693320804907,0.797356464695385,0.732528802390374,0.75437175361359,0.721640795023066,0.849384011695164,0.797570597372063,0.780270148891392,0.985605389470681,0.765127448934532,0.748656698885503
