"","V1"
"1",-6.15588475488544
"2",-0.482879857352033
"3",-2.92656410374335
"4",17.9670288573407
"5",-4.07222151726985
"6",7.47850943904917
"7",-0.0400307973691382
"8",-2.9716322358676
"9",0.294507620500256
"10",3.14750096748486
"11",-1.82531749283024
"12",7.96472486685697
"13",-5.15359336126028
"14",2.461697621145
"15",-2.19485063074458
"16",-0.0139069665178608
"17",-6.6932581338556
"18",5.27043137208387
"19",-14.4971229304637
"20",8.01589204250729
"21",7.23423184398299
"22",28.6036914438417
"23",1.75823828883545
"24",-0.0656302492053211
"25",-24.1956608938244
"26",-2.19035663432944
